55296	8791.79787636
187392	9443.44091415
316416	11578.3190727
449536	12169.2349911
584704	13561.3899231
719872	14379.6210289
846848	17554.9941063
980992	20359.4532013
1110016	22281.951189
1241088	24671.4720726
